,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean
11912,11913,1,11913,1,11913,ELEC,"FOX STUDIO LOT 103, P1:110-109",10201 West Pico Blvd,"To use this station, follow instructions at www.foxsafety.com/ev, environmental drop down. When you pull into the garage, the unit will be on your immediate left.",Los Angeles,CA,90067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.051204,-118.409561,11/5/2024,241233,2024-11-05 00:30:36 UTC,,,,1/6/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,267901,6037267901,2679.01,Census Tract 2679.01,G5020,S,1119637,0,34.056456,-118.4137158,0.43229441,6037267901,0.43229441,6037267901,1,2,0,6,37,Los Angeles County,267901,6037267901,2679.01,Census Tract 2679.01,1119628,0,34.056456,-118.4137159,6037267901,Urban,2428,,0,0,0, ,"$118,393 ",2,"$75,700 ","$76,800 ",75235,157.36%,High,4626.139264,-118.409561,34.051204,Los Angeles,0,0,ChargePoint Network
11913,11914,1,11914,1,11914,ELEC,THE SHORE THE SHORE 17,800 Sierra Point Parkway,2nd Floor Ramp,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673507,-122.382465,11/4/2024,233418,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382465,37.673507,San Francisco,1,0,ChargePoint Network
11914,11915,1,11915,1,11915,ELEC,"FOX STUDIO LOT 100, P1:44-43",10201 West Pico Blvd Bldg 100,"To use station, see www.foxsafety.com/ev, environmental drop down.  Enter 101 garage and circle around to Bldg. 100 parking.  Station will be on right as you proceed down.",Los Angeles,CA,90067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.051817,-118.411027,11/5/2024,241234,2024-11-05 00:30:36 UTC,,,,1/6/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,267901,6037267901,2679.01,Census Tract 2679.01,G5020,S,1119637,0,34.056456,-118.4137158,0.43229441,6037267901,0.43229441,6037267901,1,2,0,6,37,Los Angeles County,267901,6037267901,2679.01,Census Tract 2679.01,1119628,0,34.056456,-118.4137159,6037267901,Urban,2428,,0,0,0, ,"$118,393 ",2,"$75,700 ","$76,800 ",75235,157.36%,High,4626.139264,-118.411027,34.051817,Los Angeles,0,0,ChargePoint Network
11915,11916,1,11916,1,11916,ELEC,THE SHORE THE SHORE 22,800 Sierra Point Parkway,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673583,-122.382657,11/4/2024,233419,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382657,37.673583,San Francisco,1,0,ChargePoint Network
11916,11917,1,11917,1,11917,ELEC,"FOX STUDIO LOT 100, P1:141-142",10201 West Pico Blvd,"To use station, see www.foxsafety.com/ev, environmental drop down.  Enter 101 garage and circle around to Bldg. 100 parking.  Station will be on right as you proceed down.",Los Angeles,CA,90064,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.05213,-118.411263,11/5/2024,241235,2024-11-05 00:30:36 UTC,,,,1/6/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,267901,6037267901,2679.01,Census Tract 2679.01,G5020,S,1119637,0,34.056456,-118.4137158,0.43229441,6037267901,0.43229441,6037267901,1,2,0,6,37,Los Angeles County,267901,6037267901,2679.01,Census Tract 2679.01,1119628,0,34.056456,-118.4137159,6037267901,Urban,2428,,0,0,0, ,"$118,393 ",2,"$75,700 ","$76,800 ",75235,157.36%,High,4626.139264,-118.411263,34.05213,Los Angeles,0,0,ChargePoint Network
11917,11918,1,11918,1,11918,ELEC,THE SHORE THE SHORE 26,800 Sierra Point Parkway,Rooftop,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673545,-122.382585,11/4/2024,233420,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382585,37.673545,San Francisco,1,0,ChargePoint Network
11918,11919,1,11919,1,11919,ELEC,"FOX STUDIO LOT 101, P2:107-108",10201 West Pico Blvd.,"To use this station, follow instructions at www.foxsafety.com/ev environmental drop down. Enter 101 proceed to P2 level. Station will be on your right before you make second left.",Los Angeles,CA,90067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.052381,-118.410423,11/5/2024,241236,2024-11-05 00:30:37 UTC,,,,1/6/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,267901,6037267901,2679.01,Census Tract 2679.01,G5020,S,1119637,0,34.056456,-118.4137158,0.43229441,6037267901,0.43229441,6037267901,1,2,0,6,37,Los Angeles County,267901,6037267901,2679.01,Census Tract 2679.01,1119628,0,34.056456,-118.4137159,6037267901,Urban,2428,,0,0,0, ,"$118,393 ",2,"$75,700 ","$76,800 ",75235,157.36%,High,4626.139264,-118.410423,34.052381,Los Angeles,0,0,ChargePoint Network
11919,11920,1,11920,1,11920,ELEC,THE SHORE THE SHORE 25,800 Sierra Point Parkway,Rooftop,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673606,-122.382665,11/4/2024,233421,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382665,37.673606,San Francisco,1,0,ChargePoint Network
11920,11921,1,11921,1,11921,ELEC,"FOX STUDIO LOT 100, P1:140-139",10201 W Pico Blvd,"To use this station, follow instructions at www.foxsafety.com/ev, environmental drop down.",Los Angeles,CA,90064,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.050922,-118.410111,11/4/2024,241252,2024-11-04 02:06:37 UTC,,,,1/6/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,267901,6037267901,2679.01,Census Tract 2679.01,G5020,S,1119637,0,34.056456,-118.4137158,0.43229441,6037267901,0.43229441,6037267901,1,2,0,6,37,Los Angeles County,267901,6037267901,2679.01,Census Tract 2679.01,1119628,0,34.056456,-118.4137159,6037267901,Urban,2428,,0,0,0, ,"$118,393 ",2,"$75,700 ","$76,800 ",75235,157.36%,High,4626.139264,-118.410111,34.050922,Los Angeles,0,0,ChargePoint Network
11921,11922,1,11922,1,11922,ELEC,THE SHORE THE SHORE 24,800 Sierra Point Parkway,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673572,-122.38252,11/4/2024,233422,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.38252,37.673572,San Francisco,1,0,ChargePoint Network
11922,11923,1,11923,1,11923,ELEC,NAVAN STATION 2,3040 Park Blvd,,Palo Alto,CA,94306,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.425369,-122.13704,11/4/2024,241289,2024-11-04 02:09:39 UTC,,,,1/7/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,510700,6085510700,5107,Census Tract 5107,G5020,S,1442681,0,37.4174201,-122.1281611,0.55702165,6085510700,0.55702165,6085510700,1,2,0,6,85,Santa Clara County,510700,6085510700,5107,Census Tract 5107,1442677,0,37.41742,-122.1281611,6085510700,Urban,5240,,0,0,0, ,"$157,313 ",3,"$106,000 ","$163,400 ",75235,209.10%,Middle,6976.748034,-122.13704,37.425369,San Francisco,0,0,ChargePoint Network
11923,11924,1,11924,1,11924,ELEC,City of Vacaville - Jack in the Box,1130 Leisure Town Rd,,Vacaville,CA,95687,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,38.38572,-121.93426,7/11/2024,250376,2024-07-11 19:05:43 UTC,LG,,,1/9/2023,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,252911,6095252911,2529.11,Census Tract 2529.11,G5020,S,4216645,16755,38.3695164,-121.9443944,1.63452393,6095252911,1.63452393,6095252911,1,1,0,6,95,Solano County,252911,6095252911,2529.11,Census Tract 2529.11,4216525,18288,38.3695164,-121.9443944,6095252911,Urban,4818,,0,0,0, ,"$60,151 ",2,"$62,100 ","$95,300 ",75235,79.95%,Low,10220.61392,-121.93426,38.38572,San Francisco,1,0,Other
11924,11925,1,11925,1,11925,ELEC,Curbside 22nd Street,926 22nd St,,Sacramento,CA,95816,,877-455-3833,E,,Public,24 hours daily,,,,,,,3,,eVgo Network,https://www.evgo.com/,GPS,38.57626,-121.47729,11/4/2024,228445,2024-11-04 23:59:20 UTC,,,,12/11/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,67,1400,6067001400,14,Census Tract 14,G5020,S,794018,0,38.573984,-121.4721306,0.30657167,6067001400,0.30657167,6067001400,1,1,0,6,67,Sacramento County,1400,6067001400,14,Census Tract 14,794017,0,38.573984,-121.4721306,6067001400,Urban,2362,,0,0,0, ,"$43,529 ",1,"$50,750 ","$76,500 ",75235,57.86%,Low,3752.040258,-121.47729,38.57626,Sacramento,1,1,eVgo Network
11925,11926,1,11926,1,11926,ELEC,WEBSTER HOUSE WEBSTERHOUSEIL,419 Webster St,Private Garage,Palo Alto,CA,94301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.450421,-122.158815,11/4/2024,251853,2024-11-04 02:07:17 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,511302,6085511302,5113.02,Census Tract 5113.02,G5020,S,1000469,0,37.4480075,-122.1622126,0.38628462,6085511302,0.38628462,6085511302,0.99999999,2,0,6,85,Santa Clara County,511302,6085511302,5113.02,Census Tract 5113.02,990610,0,37.4480627,-122.162207,6085511302,Urban,3998,,0,0,0, ,"$109,263 ",2,"$94,200 ","$145,250 ",75235,145.23%,Middle,4324.555614,-122.158815,37.450421,San Francisco,0,0,ChargePoint Network
11926,11927,1,11927,1,11927,ELEC,THE SHORE THE SHORE 13,800 Sierra Point Parkway,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673482,-122.382394,11/4/2024,233423,2024-11-04 01:36:24 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382394,37.673482,San Francisco,1,0,ChargePoint Network
11927,11928,1,11928,1,11928,ELEC,LONGO STATIONS LL SALES 1,3530 Peck Rd,,El Monte,CA,91731,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.070058,-118.023733,11/4/2024,251883,2024-11-04 02:08:44 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,433304,6037433304,4333.04,Census Tract 4333.04,G5020,S,789658,0,34.0708941,-118.019896,0.30488874,6037433304,0.30488874,6037433304,0.99999997,2,0,6,37,Los Angeles County,433304,6037433304,4333.04,Census Tract 4333.04,789659,0,34.0708941,-118.019896,6037433304,Urban,5063,Disadvantaged Community,48.80793167,86.52294503,93.1625,CalEnviroScreen 4.0 Top 25%,"$36,250 ",4,"$94,600 ","$96,000 ",75235,48.18%,Low,3885.908092,-118.023733,34.070058,Los Angeles,1,0,ChargePoint Network
11928,11929,1,11929,1,11929,ELEC,THE SHORE THE SHORE 16,800 Sierra Point Parkway,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.673475,-122.382523,11/4/2024,233424,2024-11-04 01:36:25 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382523,37.673475,San Francisco,1,0,ChargePoint Network
11929,11930,1,11930,1,11930,ELEC,DGS OHIO ST 1,3977 Ohio St,Rear entrance,San Diego,CA,92104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.749798,-117.12844,11/4/2024,251908,2024-11-04 02:09:30 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,73,1301,6073001301,13.01,Census Tract 13.01,G5020,S,352169,0,32.7518842,-117.1289229,0.13597268,6073001301,0.13597268,6073001301,1,1,0,6,73,San Diego County,1300,6073001300,13,Census Tract 13,785333,6598,32.7512721,-117.1323173,6073001300,Urban,6256,,0,0,0, ,"$64,688 ",2,"$77,600 ","$91,300 ",75235,85.98%,Low,3602.026363,-117.12844,32.749798,San Diego,1,0,ChargePoint Network
11930,11931,1,11931,1,11931,ELEC,THE SHORE THE SHORE 23,800 Sierra Point Parkway,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.67356,-122.382555,11/4/2024,233425,2024-11-04 01:36:25 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382555,37.67356,San Francisco,1,0,ChargePoint Network
11931,11932,1,11932,1,11932,ELEC,DGS ILLINOIS ST 1,3976 Illinois St,Rear entrance,San Diego,CA,92104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.749897,-117.12838,11/4/2024,251909,2024-11-04 02:09:31 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,73,1301,6073001301,13.01,Census Tract 13.01,G5020,S,352169,0,32.7518842,-117.1289229,0.13597268,6073001301,0.13597268,6073001301,1,1,0,6,73,San Diego County,1300,6073001300,13,Census Tract 13,785333,6598,32.7512721,-117.1323173,6073001300,Urban,6256,,0,0,0, ,"$64,688 ",2,"$77,600 ","$91,300 ",75235,85.98%,Low,3602.026363,-117.12838,32.749897,San Diego,1,0,ChargePoint Network
11932,11933,1,11933,1,11933,ELEC,THE SHORE THE SHORE 20,800 Sierra Point Rd,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.67353,-122.382587,11/4/2024,233426,2024-11-04 01:36:25 UTC,,,,10/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,600100,6081600100,6001,Census Tract 6001,G5020,S,14582823,2117772,37.6877413,-122.4084093,6.44813862,6081600100,6.44813862,6081600100,0.89999722,3,0,6,81,San Mateo County,600100,6081600100,6001,Census Tract 6001,14678357,2117780,37.6877413,-122.4084093,6081600100,Urban,5051,,0,0,0, ,"$113,484 ",2,"$117,100 ","$143,600 ",75235,150.84%,Low,22237.8324,-122.382587,37.67353,San Francisco,1,0,ChargePoint Network
11933,11934,1,11934,1,11934,ELEC,FONTANA EV #1-6 FONTANA EV #7,17001 Upland Ave,,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.103731,-117.434021,11/4/2024,251925,2024-11-04 02:09:53 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,3000,6071003000,30,Census Tract 30,G5020,S,1293035,0,34.0993753,-117.4357865,0.49924393,6071003000,0.49924393,6071003000,1,1,0,6,71,San Bernardino County,3000,6071003000,30,Census Tract 30,1293034,0,34.0993753,-117.4357865,6071003000,Urban,3254,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3,"$56,900 ","$83,700 ",75235,39.21%,Low,4828.362029,-117.434021,34.103731,Southern Other,1,0,ChargePoint Network
11934,11935,1,11935,1,11935,ELEC,FONTANA EV #1-6 FONTANA EV #9,17001 Upland Avenue,,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.103749,-117.434139,11/4/2024,251926,2024-11-04 02:09:53 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,3000,6071003000,30,Census Tract 30,G5020,S,1293035,0,34.0993753,-117.4357865,0.49924393,6071003000,0.49924393,6071003000,1,1,0,6,71,San Bernardino County,3000,6071003000,30,Census Tract 30,1293034,0,34.0993753,-117.4357865,6071003000,Urban,3254,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3,"$56,900 ","$83,700 ",75235,39.21%,Low,4828.362029,-117.434139,34.103749,Southern Other,1,0,ChargePoint Network
11935,11936,1,11936,1,11936,ELEC,FONTANA EV #1-6 FONTANA EV #8,17001 Upland Ave,,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.103749,-117.433925,11/4/2024,251927,2024-11-04 02:09:54 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,3000,6071003000,30,Census Tract 30,G5020,S,1293035,0,34.0993753,-117.4357865,0.49924393,6071003000,0.49924393,6071003000,1,1,0,6,71,San Bernardino County,3000,6071003000,30,Census Tract 30,1293034,0,34.0993753,-117.4357865,6071003000,Urban,3254,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3,"$56,900 ","$83,700 ",75235,39.21%,Low,4828.362029,-117.433925,34.103749,Southern Other,1,0,ChargePoint Network
11936,11937,1,11937,1,11937,ELEC,CPWS OFFICE STATION,100 N Whisman Rd,In front of leasing office,Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.392525,-122.06358,11/4/2024,251929,2024-11-04 02:10:05 UTC,,,,1/25/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,509109,6085509109,5091.09,Census Tract 5091.09,G5020,S,2096588,0,37.3914589,-122.0596946,0.80949685,6085509109,0.80949685,6085509109,1,1,0,6,85,Santa Clara County,509109,6085509109,5091.09,Census Tract 5091.09,2096589,0,37.3914589,-122.0596946,6085509109,Urban,4978,,0,0,0, ,"$183,787 ",2,"$94,200 ","$145,250 ",75235,244.28%,High,6352.99437,-122.06358,37.392525,San Francisco,0,0,ChargePoint Network
11937,11938,1,11938,1,11938,ELEC,Palm Desert City Hall,73510 Fred Waring Dr,,Palm Desert,CA,92260,,877-455-3833,E,,Public,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.73086,-116.38221,11/4/2024,228446,2024-11-04 23:59:21 UTC,,,,4/1/2013,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,65,45119,6065045119,451.19,Census Tract 451.19,G5020,S,1918211,104580,33.7324563,-116.3693669,0.78100431,6065045119,0.78100431,6065045119,0.99999999,2,0,6,65,Riverside County,45119,6065045119,451.19,Census Tract 451.19,1918212,104580,33.7324563,-116.3693669,6065045119,Urban,2772,,0,0,0, ,"$62,179 ",3,"$56,900 ","$83,700 ",75235,82.65%,Middle,6584.690417,-116.38221,33.73086,Southern Other,0,1,eVgo Network
11938,11939,1,11939,1,11939,ELEC,City of Vacaville - Leisure Town Association,110 Leisure way,,Vacaville,CA,95687,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,38.37531,-121.93838,7/11/2024,250379,2024-07-11 19:05:43 UTC,LG,,,1/9/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,95,252911,6095252911,2529.11,Census Tract 2529.11,G5020,S,4216645,16755,38.3695164,-121.9443944,1.63452393,6095252911,1.63452393,6095252911,1,1,0,6,95,Solano County,252911,6095252911,2529.11,Census Tract 2529.11,4216525,18288,38.3695164,-121.9443944,6095252911,Urban,4818,,0,0,0, ,"$60,151 ",2,"$62,100 ","$95,300 ",75235,79.95%,Low,10220.61392,-121.93838,38.37531,San Francisco,1,0,Other
11939,11940,1,11940,1,11940,ELEC,May Valley Fire Station,5201 Valley View Rd,,El Sobrante,CA,94803,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,37.965642,-122.281473,11/5/2024,250400,2024-11-05 00:16:42 UTC,,,,11/17/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,FALSE,,6,13,360102,6013360102,3601.02,Census Tract 3601.02,G5020,S,6229696,0,37.9683461,-122.2659021,2.40529982,6013360102,2.40529982,6013360102,0.8458894,3,0,6,13,Contra Costa County,360102,6013360102,3601.02,Census Tract 3601.02,6229694,0,37.9683461,-122.2659021,6013360102,Urban,4115,,0,0,0, ,"$127,125 ",3,"$98,650 ","$135,650 ",75235,168.97%,Middle,13620.19301,-122.281473,37.965642,San Francisco,0,0,Other
