,Unnamed: 0.1,Unnamed: 0,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean,nacs
10414,10414,13446,13447,1,13447,1,13447,ELEC,HANOVER COMPANY HANDICAP B1,3050 Del Hombre Lane,Basement Handicapped,Walnut Creek,CA,94597,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.550026,-123.438431,11/4/2024,306576,2024-11-04 02:21:18 UTC,,,,8/9/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,45.0,10602.0,6045010602.0,106.02,Census Tract 106.02,G5020,S,473482139.0,143510.0,39.5203692,-123.3513976,182.8679135,6045010602.0,182.8679135,6045010602.0,0.00724003,11.0,1.0,6.0,45.0,Mendocino County,10600.0,6045010600.0,106.0,Census Tract 106,740557859.0,1751375.0,39.4627807,-123.3637588,6045010600.0,Rural,6346.0,,0.0,0.0,0.0, ,"$52,386 ",2.0,"$44,750 ","$67,900 ",75235.0,69.63%,Low,258153.8131,-123.438431,39.550026,Northern Other,1,0,ChargePoint Network,False
10415,10415,13447,13448,1,13448,1,13448,ELEC,HANOVER COMPANY 1115,3050 Del Hombre,1115,Walnut Creek,CA,94597,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.92937,-122.053277,11/4/2024,306595,2024-11-04 02:22:41 UTC,,,,8/9/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,13.0,338203.0,6013338203.0,3382.03,Census Tract 3382.03,G5020,S,1577045.0,0.0,37.9256927,-122.0541352,0.60890044,6013338203.0,0.60890044,6013338203.0,0.99999999,2.0,0.0,6.0,13.0,Contra Costa County,338203.0,6013338203.0,3382.03,Census Tract 3382.03,1599616.0,0.0,37.925633,-122.0540951,6013338203.0,Urban,5685.0,,0.0,0.0,0.0, ,"$111,219 ",2.0,"$87,700 ","$120,550 ",75235.0,147.83%,Middle,6490.63842,-122.053277,37.92937,San Francisco,0,0,ChargePoint Network,False
10416,10416,13448,13449,1,13449,1,13449,ELEC,SORRENTORIDGE STATION 1,6150 Nancy Ridge Dr,Building Entry West,San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.890306,-117.186542,11/4/2024,306631,2024-11-04 01:35:01 UTC,,,,8/10/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8350.0,6073008350.0,83.5,Census Tract 83.50,G5020,S,15528713.0,0.0,32.8914562,-117.1716869,5.99566882,6073008350.0,5.99566882,6073008350.0,1.0,2.0,0.0,6.0,73.0,San Diego County,8350.0,6073008350.0,83.5,Census Tract 83.50,15528715.0,0.0,32.8914562,-117.1716869,6073008350.0,Urban,6979.0,,0.0,0.0,0.0, ,"$100,701 ",3.0,"$87,300 ","$102,700 ",75235.0,133.85%,Middle,18380.94907,-117.186542,32.890306,San Diego,0,0,ChargePoint Network,False
10417,10417,13449,13450,1,13450,1,13450,ELEC,SORRENTORIDGE STATION 2,6150 Nancy Ridge Dr,Building Entry East,San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.89017,-117.186256,11/4/2024,306632,2024-11-04 01:35:02 UTC,,,,8/10/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8350.0,6073008350.0,83.5,Census Tract 83.50,G5020,S,15528713.0,0.0,32.8914562,-117.1716869,5.99566882,6073008350.0,5.99566882,6073008350.0,1.0,2.0,0.0,6.0,73.0,San Diego County,8350.0,6073008350.0,83.5,Census Tract 83.50,15528715.0,0.0,32.8914562,-117.1716869,6073008350.0,Urban,6979.0,,0.0,0.0,0.0, ,"$100,701 ",3.0,"$87,300 ","$102,700 ",75235.0,133.85%,Middle,18380.94907,-117.186256,32.89017,San Diego,0,0,ChargePoint Network,False
10418,10418,13450,13451,1,13451,1,13451,ELEC,SCRIPPS HEALTH SCRIPPS TP,10710 N Torrey Pines Rd,,San Diego,CA,92037,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.89798,-117.242671,11/4/2024,306669,2024-11-04 02:22:12 UTC,,,,8/10/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8312.0,6073008312.0,83.12,Census Tract 83.12,G5020,S,8620727.0,3182807.0,32.9057435,-117.252772,4.55737637,6073008312.0,4.55737637,6073008312.0,0.73035055,4.0,0.0,6.0,73.0,San Diego County,8312.0,6073008312.0,83.12,Census Tract 83.12,8620759.0,3182807.0,32.9053825,-117.252727,6073008312.0,Urban,3528.0,,0.0,0.0,0.0, ,"$129,360 ",2.0,"$77,600 ","$91,300 ",75235.0,171.94%,High,23960.78061,-117.242671,32.89798,San Diego,0,0,ChargePoint Network,False
10419,10419,13452,13453,1,13453,1,13453,ELEC,PF CA KCR Pac Rim I,1688 Hostetter Rd,,San Jose,CA,95131,,833-479-7359,E,,Public,24 hours daily,ACCOUNT_BALANCE CREDIT,,,,,,6.0,,POWERFLEX,https://www.powerflex.com,200-8,37.38644,-121.88457,9/14/2023,306711,2024-01-31 22:07:01 UTC,P,,,5/23/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,RETAIL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,85.0,504317.0,6085504317.0,5043.17,Census Tract 5043.17,G5020,S,1191011.0,0.0,37.3828815,-121.8767483,0.45985284,6085504317.0,0.45985284,6085504317.0,1.0,1.0,0.0,6.0,85.0,Santa Clara County,504317.0,6085504317.0,5043.17,Census Tract 5043.17,1191011.0,0.0,37.3828815,-121.8767483,6085504317.0,Urban,4786.0,,0.0,0.0,0.0, ,"$124,844 ",4.0,"$117,750 ","$181,550 ",75235.0,165.94%,Middle,5179.675484,-121.88457,37.38644,San Francisco,0,1,Other,False
10420,10420,13453,13454,1,13454,1,13454,ELEC,PF CA Ladera Shopping,3130 Alpine Rd,,Portola Valley,CA,94028,,833-479-7359,E,,Public,24 hours daily,ACCOUNT_BALANCE CREDIT,,,,,,6.0,,POWERFLEX,https://www.powerflex.com,200-8,37.40139,-122.1934,9/14/2023,306712,2024-01-31 22:07:01 UTC,P,,,6/29/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,RETAIL,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,81.0,613200.0,6081613200.0,6132.0,Census Tract 6132,G5020,S,40192072.0,143548.0,37.3746166,-122.2171166,15.57366943,6081613200.0,15.57366943,6081613200.0,0.30757378,8.0,0.0,6.0,81.0,San Mateo County,613200.0,6081613200.0,6132.0,Census Tract 6132,39978042.0,143549.0,37.3697093,-122.2158436,6081613200.0,Rural,7148.0,,0.0,0.0,0.0, ,"$237,163 ",3.0,"$131,750 ","$161,550 ",75235.0,315.23%,High,38702.49104,-122.1934,37.40139,San Francisco,0,1,Other,False
10421,10421,13454,13455,1,13455,1,13455,ELEC,1601 Tice Valley Blvd.,1601 Tice Valley Blvd,,Walnut Creek,CA,94595,,877-455-3833,E,,Public,24 hours daily,,,,,,,6.0,,eVgo Network,https://www.evgo.com/,GPS,37.88439,-122.07809,11/4/2024,306741,2024-11-04 23:58:30 UTC,,,,8/10/2023,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,13.0,341000.0,6013341000.0,3410.0,Census Tract 3410,G5020,S,4036492.0,0.0,37.8863487,-122.0839533,1.55849803,6013341000.0,1.55849803,6013341000.0,1.0,1.0,0.0,6.0,13.0,Contra Costa County,341000.0,6013341000.0,3410.0,Census Tract 3410,4060472.0,0.0,37.8862681,-122.0839502,6013341000.0,Urban,5240.0,,0.0,0.0,0.0, ,"$139,545 ",2.0,"$87,700 ","$120,550 ",75235.0,185.48%,High,13453.41825,-122.07809,37.88439,San Francisco,0,1,eVgo Network,False
10422,10422,13455,13456,1,13456,1,13456,ELEC,THE ENCLAVE STATION 7925,980 W 190th St,,Torrance,CA,90502,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.857311,-118.294183,11/4/2024,306776,2024-11-04 02:21:50 UTC,,,,8/11/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,292001.0,6037292001.0,2920.01,Census Tract 2920.01,G5020,S,3530022.0,0.0,33.8513017,-118.2993461,1.36294832,6037292001.0,1.36294832,6037292001.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,292000.0,6037292000.0,2920.0,Census Tract 2920,4000997.0,1856.0,33.8484731,-118.3021541,6037292000.0,Urban,6567.0,Disadvantaged Community,67.09004989,98.46192637,93.0125,CalEnviroScreen 4.0 Top 25%,"$42,135 ",3.0,"$85,150 ","$86,400 ",75235.0,56.00%,Low,9762.564523,-118.294183,33.857311,Los Angeles,1,0,ChargePoint Network,False
10423,10423,13456,13457,1,13457,1,13457,ELEC,Personnel Building,700 E Temple Street,,Los Angeles,CA,90012,,855-900-7584,E,,Public,24 hours daily,,,,,,12.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.049667,-118.2332,11/4/2024,306815,2024-11-04 03:22:12 UTC,,,,8/11/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,206052.0,6037206052.0,2060.52,Census Tract 2060.52,G5020,S,907764.0,16638.0,34.0477555,-118.2332714,0.3569141,6037206052.0,0.3569141,6037206052.0,1.0,2.0,0.0,6.0,37.0,Los Angeles County,206031.0,6037206031.0,2060.31,Census Tract 2060.31,4592037.0,138115.0,34.0320283,-118.2331623,6037206031.0,Urban,4131.0,Disadvantaged Community,44.18892955,81.0892587,88.3375,CalEnviroScreen 4.0 Top 25%,"$99,205 ",2.0,"$75,700 ","$76,800 ",75235.0,131.86%,High,11282.9109,-118.2332,34.049667,Los Angeles,1,0,Other,False
10424,10424,13457,13458,1,13458,1,13458,ELEC,Orange Tree Square Shopping Center - Tesla Supercharger,5396 Walnut Ave,,Irvine,CA,92604,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,33.69131,-117.769859,7/1/2024,306843,2024-08-14 18:58:22 UTC,P,,,8/10/2023,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,59.0,52505.0,6059052505.0,525.05,Census Tract 525.05,G5020,S,1190674.0,0.0,33.6925839,-117.7753374,0.45972182,6059052505.0,0.45972182,6059052505.0,0.99999999,2.0,0.0,6.0,59.0,Orange County,52505.0,6059052505.0,525.05,Census Tract 525.05,1190676.0,0.0,33.6925839,-117.7753374,6059052505.0,Urban,5283.0,,0.0,0.0,0.0, ,"$70,674 ",3.0,"$96,800 ","$115,250 ",75235.0,93.94%,Low,4409.383093,-117.769859,33.69131,Los Angeles,1,1,Tesla,True
10425,10425,13458,13459,1,13459,1,13459,ELEC,"Modesto, CA - Joyce Avenue - Tesla Supercharger",1212 Joyce Ave,,Modesto,CA,95351,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,37.610088,-120.976539,7/1/2024,306847,2024-08-14 18:58:22 UTC,P,,,8/10/2023,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,6.0,99.0,2302.0,6099002302.0,23.02,Census Tract 23.02,G5020,S,1926533.0,53774.0,37.6193902,-120.9812542,0.76460201,6099002302.0,0.76460201,6099002302.0,0.99999999,2.0,0.0,6.0,99.0,Stanislaus County,2302.0,6099002302.0,23.02,Census Tract 23.02,1926535.0,53775.0,37.6193902,-120.9812542,6099002302.0,Urban,3759.0,Disadvantaged Community,59.83683536,95.61270802,44.525,CalEnviroScreen 4.0 Top 25%,"$32,519 ",3.0,"$51,350 ","$76,350 ",75235.0,43.22%,Low,5929.686778,-120.976539,37.610088,Central Other,1,1,Tesla,True
10426,10426,13459,13460,1,13460,1,13460,ELEC,"CircleK - Perris, CA",1675 N Perris Blvd,,Perris,CA,92571,,833-505-2291,E,,Public,24 hours daily,CREDIT,,,,,,4.0,,CIRCLE_K,https://www.circlek.com/charge/,200-8,33.80152,-117.22561,9/14/2023,306870,2024-01-31 22:07:01 UTC,P,,,7/19/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Dynamic EV Price Rates,,,,,,,,,,False,,,,,,,,LD,False,,6.0,65.0,42628.0,6065042628.0,426.28,Census Tract 426.28,G5020,S,1164481.0,0.0,33.8045006,-117.2181499,0.44960882,6065042628.0,0.44960882,6065042628.0,0.99999999,2.0,0.0,6.0,65.0,Riverside County,42617.0,6065042617.0,426.17,Census Tract 426.17,2321832.0,11245.0,33.8074368,-117.2146019,6065042617.0,Urban,11457.0,,0.0,0.0,0.0, ,"$61,298 ",4.0,"$63,200 ","$93,000 ",75235.0,81.48%,Low,6923.944211,-117.22561,33.80152,Southern Other,1,1,Other,False
10427,10427,13460,13461,1,13461,1,13461,ELEC,Plant Construction,300 Newhall Street,,San Francisco,CA,94126,,888-998-2546,E,,Public,24 hours daily,,,,,,7.0,,,Blink Network,http://www.blinkcharging.com/,GPS,37.7426395,-122.3856749,11/5/2024,309780,2024-11-05 00:17:13 UTC,,,,12/30/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,75.0,980900.0,6075980900.0,9809.0,Census Tract 9809,G5020,S,3602295.0,258160.0,37.746286,-122.3894769,1.49052805,6075980900.0,1.49052805,6075980900.0,1.0,1.0,0.0,6.0,75.0,San Francisco County,980900.0,6075980900.0,9809.0,Census Tract 9809,3585241.0,260702.0,37.7462861,-122.389477,6075980900.0,Urban,253.0,,0.0,0.0,0.0, ,,2.0,"$117,100 ","$143,600 ",75235.0,,Low,9437.78222,-122.3856749,37.7426395,San Francisco,1,0,Other,False
10428,10428,13461,13462,1,13462,1,13462,ELEC,SFIII Del Mar Heights,12626 High Bluff Drive,,San Diego,CA,92130,,888-998-2546,E,,Public,24 hours daily,,,,,,3.0,,,Blink Network,http://www.blinkcharging.com/,GPS,32.9471168,-117.2416154,11/5/2024,309809,2024-11-05 00:17:29 UTC,,,,2/15/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8369.0,6073008369.0,83.69,Census Tract 83.69,G5020,S,1494829.0,0.0,32.9495005,-117.2310555,0.5771565,6073008369.0,0.5771565,6073008369.0,1.0,1.0,0.0,6.0,73.0,San Diego County,8329.0,6073008329.0,83.29,Census Tract 83.29,2528208.0,0.0,32.9442689,-117.2358219,6073008329.0,Urban,7256.0,,0.0,0.0,0.0, ,"$102,838 ",2.0,"$77,600 ","$91,300 ",75235.0,136.69%,High,7126.59368,-117.2416154,32.9471168,San Diego,0,0,Other,False
10429,10429,13462,13463,1,13463,1,13463,ELEC,Agoura Business Park,30401 Agoura Road,,Agoura Hills,CA,91301,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,34.1455798,-118.7849292,11/5/2024,309815,2024-11-05 00:17:33 UTC,,,,2/13/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,800335.0,6037800335.0,8003.35,Census Tract 8003.35,G5020,S,69778212.0,785115.0,34.1126336,-118.7962735,27.24465096,6037800335.0,27.24465096,6037800335.0,0.08588516,11.0,1.0,6.0,37.0,Los Angeles County,800326.0,6037800326.0,8003.26,Census Tract 8003.26,41532691.0,569339.0,34.1234547,-118.8124392,6037800326.0,Rural,4741.0,,0.0,0.0,0.0, ,"$133,942 ",3.0,"$85,150 ","$86,400 ",75235.0,178.03%,High,37516.36973,-118.7849292,34.1455798,Los Angeles,0,0,Other,False
10430,10430,13463,13464,1,13464,1,13464,ELEC,Modera Rincon Hill,390 1st Street,,SF,CA,94105,,888-998-2546,E,,Public,24 hours daily,,,,,,6.0,,,Blink Network,http://www.blinkcharging.com/,GPS,37.7861748,-122.3934314,11/5/2024,309830,2024-11-05 00:17:40 UTC,,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,75.0,61503.0,6075061503.0,615.03,Census Tract 615.03,G5020,S,234864.0,0.0,37.7857922,-122.3965353,0.09068177,6075061503.0,0.09068177,6075061503.0,1.0,1.0,0.0,6.0,75.0,San Francisco County,61500.0,6075061500.0,615.0,Census Tract 615,1672408.0,439050.0,37.7877258,-122.3923886,6075061500.0,Urban,16968.0,,0.0,0.0,0.0, ,"$208,425 ",2.0,"$117,100 ","$143,600 ",75235.0,277.03%,High,6606.034696,-122.3934314,37.7861748,San Francisco,0,0,Other,False
10431,10431,13464,13465,1,13465,1,13465,ELEC,GoGuardian,2030 E Maple Ave,,El Segundo,CA,90245,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,33.9262949,-118.3912072,11/5/2024,309834,2024-11-05 00:17:41 UTC,,,,10/17/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,980013.0,6037980013.0,9800.13,Census Tract 9800.13,G5020,S,5308102.0,0.0,33.916497,-118.3871461,2.04946861,6037980013.0,2.04946861,6037980013.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,980013.0,6037980013.0,9800.13,Census Tract 9800.13,5308530.0,0.0,33.9164971,-118.3871451,6037980013.0,Urban,0.0,Disadvantaged Community,0.0,0.0,84.65,"CalEnviroScreen 4.0 High Pollution Score, Low Population Count",,,,,75235.0,,,10446.73891,-118.3912072,33.9262949,Los Angeles,1,0,Other,False
10432,10432,13465,13466,1,13466,1,13466,ELEC,Tom Bell Chevy,800 Alabama Street,,Redlands,CA,92374,,888-998-2546,E,,Public,24 hours daily,,,,,,,1.0,,Blink Network,http://www.blinkcharging.com/,GPS,34.06397737,-117.208206,11/5/2024,309859,2024-11-05 00:18:31 UTC,,,,6/1/2023,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,71.0,7800.0,6071007800.0,78.0,Census Tract 78,G5020,S,17919119.0,0.0,34.0734034,-117.2191806,6.9186084,6071007800.0,6.9186084,6071007800.0,0.97822236,2.0,0.0,6.0,71.0,San Bernardino County,7800.0,6071007800.0,78.0,Census Tract 78,17905809.0,0.0,34.0734352,-117.2192003,6071007800.0,Urban,5698.0,,0.0,0.0,0.0, ,"$64,766 ",2.0,"$50,600 ","$74,400 ",75235.0,86.08%,Middle,19073.63869,-117.208206,34.06397737,Southern Other,0,1,Other,False
10433,10433,13466,13467,1,13467,1,13467,ELEC,430612  Avalon Huntington Beach (Shared),7400 Center Avenue,,Huntington Beach,CA,92647,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,33.73307,-117.99825,11/5/2024,309860,2024-11-05 00:18:31 UTC,,,,2/13/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,59.0,99605.0,6059099605.0,996.05,Census Tract 996.05,G5020,S,1922058.0,3828.0,33.7366332,-118.0085345,0.74358799,6059099605.0,0.74358799,6059099605.0,1.0,1.0,0.0,6.0,59.0,Orange County,99605.0,6059099605.0,996.05,Census Tract 996.05,1922058.0,3828.0,33.7366332,-118.0085345,6059099605.0,Urban,4951.0,,0.0,0.0,0.0, ,"$105,313 ",2.0,"$86,050 ","$102,450 ",75235.0,139.98%,High,6411.827913,-117.99825,33.73307,Los Angeles,0,0,Other,False
10434,10434,13467,13468,1,13468,1,13468,ELEC,133 John Muir Health,133 La Casa Via,,Walnut Creek,CA,94598,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,37.9126409,-122.0420575,11/5/2024,309869,2024-11-05 00:18:39 UTC,,,,4/1/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,13.0,338302.0,6013338302.0,3383.02,Census Tract 3383.02,G5020,S,6912890.0,0.0,37.9065751,-122.0146435,2.66908324,6013338302.0,2.66908324,6013338302.0,1.0,1.0,0.0,6.0,13.0,Contra Costa County,338302.0,6013338302.0,3383.02,Census Tract 3383.02,6750243.0,0.0,37.9067555,-122.0145836,6013338302.0,Urban,5996.0,,0.0,0.0,0.0, ,"$189,010 ",3.0,"$98,650 ","$135,650 ",75235.0,251.23%,High,13659.3464,-122.0420575,37.9126409,San Francisco,0,0,Other,False
10435,10435,13468,13469,1,13469,1,13469,ELEC,2311 W 10TH 2311 SPACE 48,2311 W 10th St,,Los Angeles,CA,90006,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.053284,-118.282143,11/4/2024,286206,2024-11-04 01:27:45 UTC,,,,6/23/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,209510.0,6037209510.0,2095.1,Census Tract 2095.10,G5020,S,182484.0,0.0,34.0529626,-118.2819584,0.07045793,6037209510.0,0.07045793,6037209510.0,0.99999992,2.0,0.0,6.0,37.0,Los Angeles County,209510.0,6037209510.0,2095.1,Census Tract 2095.10,182482.0,0.0,34.0529626,-118.2819584,6037209510.0,Urban,3076.0,Disadvantaged Community,44.88378397,81.89611699,68.55,CalEnviroScreen 4.0 Top 25%,"$30,722 ",3.0,"$85,150 ","$86,400 ",75235.0,40.83%,Low,1770.192401,-118.282143,34.053284,Los Angeles,1,0,ChargePoint Network,False
10436,10436,13469,13470,1,13470,1,13470,ELEC,Century Park East HOA,2170 Century Park East,,Los Angeles,CA,90067,,888-998-2546,E,,Public,24 hours daily,,,,,,6.0,,,Blink Network,http://www.blinkcharging.com/,GPS,34.058002,-118.4113327,11/5/2024,309870,2024-11-05 00:18:39 UTC,,,,4/8/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,267901.0,6037267901.0,2679.01,Census Tract 2679.01,G5020,S,1119637.0,0.0,34.056456,-118.4137158,0.43229441,6037267901.0,0.43229441,6037267901.0,1.0,2.0,0.0,6.0,37.0,Los Angeles County,267901.0,6037267901.0,2679.01,Census Tract 2679.01,1119628.0,0.0,34.056456,-118.4137159,6037267901.0,Urban,2428.0,,0.0,0.0,0.0, ,"$118,393 ",2.0,"$75,700 ","$76,800 ",75235.0,157.36%,High,4626.139264,-118.4113327,34.058002,Los Angeles,0,0,Other,False
10437,10437,13470,13471,1,13471,1,13471,ELEC,5999 Center Drive,5999 Center Drive,,Los Angeles,CA,90045,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,33.9764228,-118.3883545,11/5/2024,309877,2024-11-05 00:18:43 UTC,,,,2/24/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,276000.0,6037276000.0,2760.0,Census Tract 2760,G5020,S,2338438.0,0.0,33.9691783,-118.3890198,0.9028779,6037276000.0,0.9028779,6037276000.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,276000.0,6037276000.0,2760.0,Census Tract 2760,2338438.0,0.0,33.9691783,-118.3890198,6037276000.0,Urban,5657.0,,0.0,0.0,0.0, ,"$144,688 ",2.0,"$75,700 ","$76,800 ",75235.0,192.31%,High,6891.590753,-118.3883545,33.9764228,Los Angeles,0,0,Other,False
10438,10438,13471,13472,1,13472,1,13472,ELEC,"SCS VI FL #3, STA #3",3355 Octavius Dr,,Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.380537,-121.969449,11/4/2024,287265,2024-11-04 01:30:47 UTC,,,,6/23/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,85.0,505202.0,6085505202.0,5052.02,Census Tract 5052.02,G5020,S,9163626.0,0.0,37.3702943,-121.9606672,3.53809665,6085505202.0,3.53809665,6085505202.0,1.0,1.0,0.0,6.0,85.0,Santa Clara County,505202.0,6085505202.0,5052.02,Census Tract 5052.02,9201412.0,0.0,37.3702336,-121.9605786,6085505202.0,Urban,6936.0,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3.0,"$106,000 ","$163,400 ",75235.0,111.73%,Low,16508.35327,-121.969449,37.380537,San Francisco,1,0,ChargePoint Network,False
